pedido_id,cliente_id,data_pedido,canal_venda,status,valor_frete,desconto_aplicado
1828,291,2024-04-05,Marketplace_A,Entregue,22.57,0.23
1829,193,2024-10-04,Site,Entregue,46.92,0.25
1830,150,2023-09-27,WhatsApp,Entregue,6.13,0.22
1831,515,2024-02-08,Marketplace_B,Entregue,10.6,0.25
1832,393,2024-01-17,Site,Entregue,1.48,0.06
1833,316,2025-01-09,Marketplace_A,Entregue,21.7,0.21
1834,76,2024-05-17,Site,Entregue,13.89,0.21
1835,270,2024-09-30,WhatsApp,Em trânsito,43.5,0.06
1836,225,2024-11-08,Site,Entregue,30.25,0.02
1837,530,2024-09-18,Marketplace_B,Entregue,30.7,0.24
1838,113,2024-12-11,Site,Processando,26.6,0.07
1839,251,2023-11-30,Marketplace_B,Entregue,4.59,0.22
1840,233,2024-06-21,Loja Física,Cancelado,22.25,0.0
1841,83,2024-01-04,Marketplace_B,Cancelado,49.98,0.01
1842,125,2024-12-16,Marketplace_B,Em trânsito,41.76,0.12
1843,175,2024-07-04,Loja Física,Entregue,44.67,0.06
1844,69,2024-08-14,Site,Cancelado,41.16,0.17
1845,47,2023-06-09,Site,Em trânsito,5.15,0.14
1846,256,2024-08-07,Site,Entregue,11.37,0.02
1847,30,2024-06-30,WhatsApp,Entregue,0.16,0.04
1848,281,2024-02-07,Marketplace_A,Entregue,15.18,0.1
1849,237,2023-10-16,Marketplace_B,Entregue,5.43,0.05
1850,248,2024-03-21,Marketplace_B,Entregue,23.64,0.2
1851,368,2024-02-14,Site,Entregue,33.86,0.1
1852,495,2023-07-03,Site,Entregue,43.73,0.02
1853,25,2023-08-27,Site,Entregue,37.46,0.12
1854,490,2023-06-13,Marketplace_A,Entregue,46.93,0.02
1855,494,2024-06-17,Site,Entregue,2.69,0.03
1856,314,2024-03-03,Site,Devolvido,0.61,0.06
1857,375,2024-01-25,Loja Física,Entregue,33.07,0.21
1858,25,2024-01-26,WhatsApp,Entregue,14.47,0.23
1859,334,2024-03-25,Site,Entregue,12.68,0.21
1860,355,2023-06-24,Site,Entregue,16.54,0.08
1861,116,2023-08-28,Site,Em trânsito,13.49,0.07
1862,48,2024-03-26,Marketplace_B,Processando,25.57,0.14
1863,99,2024-08-29,Loja Física,Entregue,22.01,0.18
1864,459,2024-05-30,Site,Processando,25.62,0.25
1865,523,2024-11-16,Site,Entregue,33.64,0.03
1866,405,2024-11-20,Loja Física,Entregue,19.36,0.01
1867,214,2024-11-04,Marketplace_B,Entregue,12.57,0.17
1868,503,2024-05-13,Site,Devolvido,8.31,0.21
1869,448,2024-02-13,Marketplace_B,Entregue,17.47,0.21
1870,258,2024-05-14,Site,Entregue,37.09,0.17
1871,121,2023-10-01,Marketplace_A,Cancelado,37.84,0.24
1872,54,2023-08-05,Loja Física,Entregue,33.35,0.13
1873,331,2024-07-08,Loja Física,Entregue,11.7,0.23
1874,241,2025-01-14,Marketplace_A,Cancelado,29.4,0.24
1875,530,2024-02-05,WhatsApp,Entregue,28.53,0.21
1876,483,2023-07-25,Marketplace_A,Entregue,24.21,0.08
1877,187,2024-05-02,Loja Física,Entregue,27.5,0.05
1878,262,2024-01-24,Marketplace_A,Entregue,24.59,0.14
1879,364,2024-09-08,Loja Física,Entregue,28.27,0.11
1880,491,2024-01-11,WhatsApp,Entregue,35.78,0.22
1881,431,2024-07-13,Site,Entregue,5.48,0.03
1882,239,2024-03-19,WhatsApp,Entregue,37.48,0.06
1883,304,2023-07-17,Loja Física,Devolvido,6.79,0.19
1884,298,2024-04-15,Loja Física,Processando,3.33,0.02
1885,76,2024-07-18,Site,Entregue,48.8,0.08
1886,333,2024-08-23,Loja Física,Entregue,47.85,0.1
1887,474,2023-07-22,Loja Física,Devolvido,3.02,0.16
1888,283,2024-08-17,Site,Entregue,22.16,0.04
1889,72,2024-07-05,WhatsApp,Entregue,9.31,0.22
1890,263,2023-09-07,Site,Devolvido,24.27,0.11
1891,12,2024-05-11,Site,Em trânsito,41.51,0.23
1892,141,2024-02-20,Marketplace_A,Em trânsito,47.53,0.12
1893,17,2023-10-06,Marketplace_A,Em trânsito,31.71,0.07
1894,63,2025-01-10,Marketplace_B,Entregue,17.7,0.04
1895,253,2023-09-13,Site,Entregue,30.17,0.0
1896,465,2024-07-14,WhatsApp,Entregue,15.6,0.13
1897,376,2024-01-18,Site,Entregue,45.49,0.03
1898,520,2024-11-18,Site,Entregue,43.52,0.1
1899,90,2023-07-26,Site,Em trânsito,27.91,0.15
1900,175,2023-12-21,Marketplace_A,Em trânsito,16.24,0.07
1901,76,2024-03-30,WhatsApp,Entregue,14.67,0.04
1902,400,2024-02-07,Marketplace_B,Em trânsito,1.67,0.19
1903,71,2024-05-05,Loja Física,Cancelado,40.79,0.24
1904,180,2025-01-04,Site,Entregue,22.52,0.03
1905,124,2024-06-16,Marketplace_A,Entregue,16.26,0.04
1906,381,2024-10-30,Marketplace_A,Entregue,23.56,0.24
1907,293,2023-12-30,Marketplace_A,Entregue,40.94,0.01
1908,195,2024-07-17,Site,Entregue,6.23,0.24
1909,228,2024-08-28,Marketplace_B,Entregue,42.88,0.0
1910,431,2024-04-09,Marketplace_A,Entregue,44.88,0.22
1911,436,2023-12-01,Loja Física,Entregue,47.34,0.08
1912,461,2024-06-29,Marketplace_A,Devolvido,19.87,0.23
1913,21,2025-01-03,Site,Entregue,10.86,0.08
1914,64,2024-11-04,Marketplace_B,Em trânsito,18.68,0.16
1915,165,2023-08-24,Site,Entregue,16.65,0.02
1916,27,2024-06-23,Loja Física,Entregue,8.81,0.06
1917,311,2023-12-03,Marketplace_B,Devolvido,30.36,0.19
1918,285,2024-09-01,Site,Entregue,23.83,0.13
1919,281,2024-12-27,WhatsApp,Entregue,43.29,0.23
1920,164,2024-06-24,Marketplace_A,Em trânsito,1.61,0.11
1921,224,2024-10-28,Site,Entregue,32.19,0.22
1922,146,2024-04-05,Marketplace_B,Entregue,38.15,0.11
1923,30,2024-02-02,Site,Entregue,37.97,0.24
1924,45,2024-03-29,Loja Física,Cancelado,44.3,0.24
1925,471,2025-01-04,Loja Física,Entregue,36.45,0.08
1926,34,2023-12-28,WhatsApp,Entregue,46.39,0.22
1927,427,2024-07-20,Marketplace_A,Entregue,16.63,0.21
1928,221,2024-02-22,Marketplace_A,Entregue,25.16,0.05
1929,367,2024-07-23,Loja Física,Em trânsito,0.7,0.16
1930,116,2024-12-09,Site,Entregue,0.35,0.02
1931,239,2024-12-02,Marketplace_A,Entregue,12.01,0.21
1932,335,2024-02-21,Marketplace_A,Entregue,5.04,0.04
1933,441,2024-12-09,Site,Devolvido,13.01,0.02
1934,148,2023-09-08,Marketplace_A,Entregue,8.85,0.1
1935,9,2024-01-01,Loja Física,Cancelado,1.43,0.14
1936,288,2023-10-18,Loja Física,Cancelado,45.47,0.21
1937,388,2025-01-07,Site,Entregue,0.41,0.24
1938,50,2024-09-29,Site,Entregue,36.8,0.11
1939,517,2024-06-30,Site,Entregue,7.61,0.02
1940,278,2024-12-30,Loja Física,Cancelado,45.61,0.19
1941,300,2024-08-01,Site,Entregue,44.64,0.14
1942,135,2023-07-27,Marketplace_B,Entregue,32.7,0.11
1943,147,2024-03-14,Site,Cancelado,33.61,0.08
1944,490,2023-08-23,Marketplace_B,Entregue,0.27,0.13
1945,478,2024-11-15,Marketplace_A,Entregue,49.24,0.08
1946,159,2024-06-25,Loja Física,Entregue,43.89,0.19
1947,384,2024-03-26,Site,Entregue,44.76,0.14
1948,163,2024-06-29,Marketplace_B,Em trânsito,32.96,0.22
1949,441,2023-12-28,Site,Entregue,17.24,0.14
1950,189,2024-07-02,Marketplace_B,Entregue,44.68,0.06
1951,415,2024-11-24,Loja Física,Cancelado,14.58,0.21
1952,339,2024-06-14,Site,Entregue,28.14,0.14
1953,181,2023-06-30,Loja Física,Processando,4.99,0.05
1954,288,2023-10-21,Marketplace_A,Processando,46.1,0.16
1955,187,2023-08-14,Site,Entregue,7.04,0.09
1956,138,2024-08-18,Marketplace_A,Entregue,11.24,0.21
1957,130,2024-08-18,Site,Em trânsito,27.91,0.11
1958,194,2024-03-31,Marketplace_B,Entregue,38.2,0.18
1959,316,2024-06-24,Loja Física,Entregue,30.97,0.02
1960,144,2024-05-12,Site,Em trânsito,11.61,0.1
1961,16,2024-07-01,Marketplace_A,Entregue,0.05,0.25
1962,302,2023-12-09,Loja Física,Cancelado,37.86,0.2
1963,423,2023-12-07,WhatsApp,Entregue,49.26,0.04
1964,245,2024-06-17,Marketplace_A,Entregue,40.5,0.07
1965,107,2025-01-21,WhatsApp,Entregue,23.01,0.08
1966,88,2023-10-14,Marketplace_A,Processando,45.19,0.16
1967,129,2024-08-18,Marketplace_A,Entregue,20.49,0.19
1968,341,2024-11-13,Loja Física,Cancelado,26.25,0.19
1969,4,2024-07-18,Marketplace_A,Entregue,23.86,0.13
1970,327,2024-06-04,Marketplace_A,Entregue,22.38,0.2
1971,410,2023-10-23,Marketplace_A,Entregue,38.76,0.11
1972,306,2023-07-11,Loja Física,Entregue,26.34,0.03
1973,225,2024-09-18,Loja Física,Entregue,15.84,0.14
1974,348,2023-07-01,Marketplace_A,Entregue,12.91,0.24
1975,321,2024-05-07,Site,Entregue,1.89,0.2
1976,181,2024-05-25,Marketplace_A,Processando,29.16,0.14
1977,386,2024-10-12,Marketplace_A,Entregue,11.5,0.16
1978,108,2023-08-27,Site,Processando,7.41,0.23
1979,410,2024-06-19,Loja Física,Entregue,32.69,0.11
1980,296,2024-07-19,Marketplace_A,Entregue,34.06,0.08
1981,171,2024-02-04,Site,Entregue,37.61,0.24
1982,331,2023-11-09,Site,Entregue,25.18,0.22
1983,493,2024-09-16,Site,Entregue,44.7,0.08
1984,195,2023-08-07,WhatsApp,Entregue,46.82,0.12
1985,12,2024-03-16,Site,Entregue,40.37,0.1
1986,195,2024-04-12,Site,Em trânsito,31.78,0.04
1987,490,2024-12-16,Marketplace_A,Entregue,15.19,0.24
1988,182,2024-07-10,Site,Cancelado,49.15,0.1
1989,316,2025-01-12,Site,Entregue,13.71,0.22
1990,30,2024-01-05,Site,Entregue,10.13,0.05
1991,96,2023-08-03,Marketplace_A,Entregue,22.11,0.14
1992,381,2024-01-17,Marketplace_A,Entregue,2.84,0.01
1993,444,2024-08-16,Marketplace_A,Entregue,48.92,0.19
1994,298,2024-08-19,Marketplace_A,Entregue,29.42,0.15
1995,361,2024-08-20,WhatsApp,Entregue,27.85,0.16
1996,374,2023-10-12,Marketplace_A,Entregue,32.79,0.01
1997,303,2024-08-29,Site,Entregue,24.85,0.05
1998,421,2024-06-01,Site,Entregue,1.6,0.02
1999,246,2024-10-03,Marketplace_A,Entregue,30.62,0.07
2000,237,2024-07-16,Loja Física,Processando,35.81,0.16
